"noise","fsmFieldScore","tftFieldScore","improvement","reachableStates"
0,2.666025641025641,2.617948717948718,0.048076923076922906,4
0.02,2.4410256410256412,2.3208333333333333,0.12019230769230793,4
0.05,2.342948717948718,2.2080128205128204,0.13493589743589762,4
0.1,2.218269230769231,2.1253205128205126,0.0929487179487185,4
0.15,2.2490384615384618,2.130448717948718,0.11858974358974361,4
0.2,2.2660256410256405,2.1455128205128204,0.12051282051282008,4
