"gen","AllC","AllD","Random","TitForTat","SuspiciousTFT","GenerousTFT","TitFor2Tats","2TitsForTat","Grim","Pavlov","Gradual","ZD-Extort-2","ZD-Generous"
1921,0.00018006602666863916,0.005405902187316784,0.00034124765125910923,0.0009198094381141067,0.0008342238767312036,0.00038495187711743724,0.0004756870399097104,0.006716255754102951,0.976358063973732,0.0003528955916145407,0.0063672975394030665,0.001158042363112202,0.0005055566809181976
1941,0.00018006602664540959,0.005405902173925655,0.00034124765122789933,0.0009198094380278958,0.0008342238766595505,0.00038495187708125443,0.000475687039841623,0.00671625569818231,0.9763580641572874,0.0003528955915908942,0.006367297425681515,0.0011580423629722128,0.0005055566808763783
1961,0.0001800660266269171,0.005405902163509712,0.0003412476512030196,0.0009198094379590859,0.0008342238766024353,0.0003849518770523767,0.00047568703978738045,0.006716255653520318,0.9763580643023814,0.00035289559157203473,0.006367297336081402,0.0011580423628609873,0.0005055566808430102
1981,0.00018006602661219557,0.00540590215540328,0.000341247651183186,0.0009198094379041665,0.0008342238765569067,0.0003849518770293303,0.0004756870397441668,0.00671625561785084,0.9763580644170845,0.0003528955915569934,0.0063672972654853655,0.0011580423627726114,0.000505556680816386
2001,0.00018006602660047578,0.0054059021490907,0.00034124765116737505,0.0009198094378603337,0.0008342238765206137,0.00038495187701093747,0.0004756870397097392,0.006716255589363713,0.976358064507772,0.00035289559154499695,0.006367297209861863,0.0011580423627023857,0.0005055566807951426
2021,0.0001800660265911452,0.0054059021441722555,0.0003412476511547702,0.0009198094378253495,0.0008342238764916829,0.00038495187699625857,0.0004756870396823103,0.006716255566613079,0.9763580645794782,0.00035289559153542876,0.006367297166034784,0.0011580423626465807,0.0005055566807781924
2041,0.00018006602658371683,0.00540590214033793,0.00034124765114472156,0.0009198094377974273,0.0008342238764686193,0.00038495187698454403,0.0004756870396604573,0.006716255548444049,0.9763580646361819,0.00035289559152779765,0.0063672971315018555,0.0011580423626022325,0.0005055566807646682
2061,0.00018006602657780267,0.0054059021373471395,0.0003412476511367105,0.0009198094377751429,0.0008342238764502321,0.0003849518769751952,0.00047568703964304636,0.006716255533934184,0.9763580646810263,0.000352895591521711,0.006367297104291705,0.0011580423625669862,0.0005055566807538771
2081,0.000180066026573094,0.005405902135013055,0.000341247651130324,0.000919809437757358,0.0008342238764355751,0.0003849518769677344,0.0004756870396291742,0.006716255522346716,0.9763580647164948,0.0003528955915168566,0.006367297082851181,0.0011580423625389717,0.0005055566807452674
2101,0.00018006602656934497,0.005405902133190523,0.00034124765112523243,0.0009198094377431651,0.000834223876423889,0.00038495187696178056,0.00047568703961812115,0.0067162555130931955,0.9763580647445501,0.00035289559151298485,0.006367297065956637,0.0011580423625167056,0.0005055566807383979
2121,0.00018006602656635992,0.005405902131766691,0.0003412476511211732,0.0009198094377318363,0.0008342238764145722,0.00038495187695702915,0.00047568703960931455,0.006716255505703617,0.9763580647667437,0.0003528955915098966,0.006367297052643973,0.0011580423624990071,0.0005055566807329166
2141,0.0001800660265639832,0.005405902130653768,0.00034124765111793684,0.0009198094377227963,0.0008342238764071452,0.00038495187695323775,0.0004756870396022977,0.00671625549980262,0.9763580647843019,0.0003528955915074334,0.006367297042153605,0.0011580423624849387,0.0005055566807285437
2161,0.00018006602656209082,0.0054059021297834355,0.00034124765111535665,0.0009198094377155817,0.0008342238764012236,0.00038495187695021196,0.0004756870395967066,0.006716255495090404,0.9763580647981939,0.00035289559150546894,0.006367297033887069,0.001158042362473755,0.0005055566807250544
2181,0.00018006602656058383,0.005405902129102482,0.00034124765111329954,0.0009198094377098242,0.000834223876396502,0.00038495187694779717,0.00047568703959225116,0.006716255491327532,0.976358064809186,0.000352895591503902,0.006367297027372814,0.001158042362464864,0.0005055566807222704
2201,0.00018006602655938394,0.005405902128569443,0.0003412476511116595,0.0009198094377052286,0.0008342238763927376,0.00038495187694587043,0.00047568703958870127,0.006716255488322785,0.9763580648178846,0.00035289559150265213,0.006367297022239312,0.0011580423624577953,0.000505556680720049
2221,0.00018006602655842844,0.00540590212815199,0.0003412476511103517,0.0009198094377015614,0.0008342238763897358,0.00038495187694433266,0.00047568703958587237,0.006716255485923451,0.9763580648247684,0.0003528955915016551,0.006367297018193822,0.001158042362452175,0.0005055566807182769
2241,0.0001800660265576676,0.005405902127824916,0.0003412476511093091,0.0009198094376986353,0.0008342238763873429,0.00038495187694310594,0.00047568703958361826,0.006716255484007583,0.9763580648302169,0.00035289559150086016,0.006367297015005705,0.0011580423624477068,0.0005055566807168631
2261,0.00018006602655706164,0.005405902127568537,0.0003412476511084778,0.0009198094376962996,0.0008342238763854346,0.00038495187694212674,0.00047568703958182195,0.006716255482477779,0.9763580648345292,0.00035289559150022607,0.006367297012493204,0.0011580423624441537,0.0005055566807157345
2281,0.00018006602655657917,0.005405902127367482,0.00034124765110781505,0.0009198094376944359,0.0008342238763839134,0.0003849518769413454,0.00047568703958039064,0.0067162554812562475,0.9763580648379429,0.0003528955914997201,0.006367297010513098,0.001158042362441329,0.0005055566807148346
2301,0.0001800660265561949,0.0054059021272097494,0.00034124765110728667,0.0009198094376929489,0.0008342238763827006,0.00038495187694072194,0.0004756870395792497,0.006716255480280897,0.9763580648406452,0.00035289559149931664,0.0063672970089525514,0.0011580423624390822,0.0005055566807141167
2321,0.00018006602655588888,0.005405902127085947,0.00034124765110686524,0.0009198094376917622,0.000834223876381733,0.00038495187694022434,0.00047568703957834074,0.006716255479502109,0.9763580648427848,0.0003528955914989948,0.006367297007722632,0.001158042362437295,0.0005055566807135436
2341,0.0001800660265556452,0.005405902126988745,0.00034124765110652935,0.0009198094376908146,0.0008342238763809614,0.0003849518769398274,0.00047568703957761633,0.006716255478880291,0.9763580648444785,0.0003528955914987381,0.006367297006753276,0.0011580423624358751,0.0005055566807130865
2361,0.0001800660265554511,0.005405902126912391,0.00034124765110626144,0.0009198094376900586,0.0008342238763803468,0.00038495187693951056,0.0004756870395770389,0.0067162554783837935,0.9763580648458199,0.00035289559149853336,0.006367297005989266,0.0011580423624347443,0.0005055566807127215
2381,0.00018006602655529656,0.005405902126852388,0.00034124765110604786,0.0009198094376894556,0.0008342238763798561,0.0003849518769392579,0.0004756870395765791,0.006716255477987385,0.9763580648468819,0.0003528955914983701,0.006367297005387091,0.0011580423624338464,0.0005055566807124305
2401,0.00018006602655517345,0.005405902126805226,0.0003412476511058776,0.0009198094376889745,0.0008342238763794651,0.0003849518769390562,0.0004756870395762125,0.006716255477670871,0.9763580648477234,0.00035289559149823975,0.006367297004912455,0.0011580423624331319,0.0005055566807121986
2421,0.00018006602655507535,0.005405902126768137,0.00034124765110574184,0.0009198094376885904,0.0008342238763791532,0.0003849518769388951,0.00047568703957592026,0.006716255477418166,0.9763580648483894,0.0003528955914981359,0.00636729700453834,0.001158042362432563,0.0005055566807120133
2441,0.00018006602655499726,0.005405902126738963,0.00034124765110563353,0.000919809437688284,0.0008342238763789052,0.0003849518769387668,0.0004756870395756875,0.006716255477216406,0.9763580648489167,0.00035289559149805305,0.006367297004243461,0.001158042362432111,0.0005055566807118656
2461,0.00018006602655493503,0.005405902126716007,0.00034124765110554733,0.0009198094376880391,0.0008342238763787065,0.0003849518769386642,0.00047568703957550154,0.006716255477055319,0.9763580648493346,0.0003528955914979868,0.006367297004011016,0.0011580423624317508,0.0005055566807117475
2481,0.00018006602655488548,0.005405902126697932,0.0003412476511054782,0.000919809437687844,0.0008342238763785481,0.0003849518769385825,0.0004756870395753536,0.006716255476926715,0.9763580648496658,0.00035289559149793417,0.00636729700382779,0.001158042362431464,0.0005055566807116535
